"protocolo";"data_manifestacao";"municipio_denunciante";"municipio_fato";"localFato";"manifestacao";"status_atual";"desc_status";"sigla";"nome";"tipo_manifestacao";"assunto";"sub_assunto"
"2020.0411.102445-22";"2020-04-11 10:24:45";;"MAURILANDIA";"CIDADE";"BOM DIA A TODOS      NOS DONOS DE COMERCIO EM MAURILANDIA GOIAS ESTAMOS DECEPCIONADOS COM OS ORGAÕS QUE REPRESENTAM NOSSAS AUTORIDADES LOCAIS, AQUI A POLICIA VEM EM ALGUNS COMERCIOS E MANDAM FECHAR,  MAS FAZEM VISTA GROSSA PARA OUTROS, AGORA DE MANHÃ DEI UMA VOLTA PELA CIDADE E INFELIZAMENTE ALGUNS COMERCIOS ESTÃO ABERTOS MESMO SEM AUTORIZAÇÃO, DESRESPEITANDO O DECRETO DE MANEIRA VISIVEL PARA TODOS MENOS PARA AS AUTORIDADE LOCAIS.POR FAVOR GOSTARIA DE QUE AS AUTORIDADE TOMASSEM ALGUMA ATITUDE E FIZESSEM COM QUE TODOS RESPEITASSEM O DECRETO DO GOVERNO.";"55";"Finalizado pela ouvidoria do Órgão.";"SECOM";"Secretaria de Estado de Comunicação";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.102755-62";"2020-04-11 10:27:55";"GOIANIA";"GOIANIA";"Av. T-2, esquina com Rua T-042, Setor Bueno.";"Loja de roupas (Mercato Outlet, é uma loja de esquina) funcionando normalmente, de seg a sex das 10:00 às 17:00, e sábados das 10:00 às 14:00, inclusive fazendo propaganda em grupo de whatsapp.";"1";;"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Solicitação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.102913-94";"2020-04-11 10:29:13";;"GOIANIA";"Campinas ";"Pessoas trabalhando em apartamento com grande fluxo de movimento dentro do condomínio, sem nenhum tipo de proteção colocando a vida de todos nós condôminos em risco.Av. Sergipe 206EDIFÍCIO SOLAR CAMPINAS ";"21";"Sob análise do orgão responsável.";"UEG";"Universidade Estadual de Goiás";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.103937-63";"2020-04-11 10:39:37";;"GOIANIA";"Vila Santa Helena";"Bom dia, venho por meio dessa denúncia informar a seguinte situação.Na rua onde moro com minha família, possuí uma distribuidora de bebidas que esta funcionando normalmente, mesmo com o atual decreto em vigor em nosso estado de Goiás.Por ser a única distribuidora aberta e que não esta respeitando o decreto aqui no setor, o comércio está com muita aglomeração e movimentação de pessoas! Na atual situação vivida pôr nos seres humanos, por conta do COVID-19, essa aglomeração de pessoas é inaceitável e muito prejudicial para todos nós !A distribuidora fica localizada em Goiânia-Goiás.Nome do estabelecimento: Dubai BebidasEndereço: rua n, qd 49 lt 09 vila Santa HelenaCep: 74555-310";"55";"Finalizado pela ouvidoria do Órgão.";"ABC";"AGÊNCIA BRASIL CENTRAL ";"Comunicação";"COVID-19 - Corona Vírus";"Estabelecimento aberto"
"2020.0411.105315-53";"2020-04-11 10:53:15";;"ANAPOLIS";"Bretas ";"O supermercado Bretas de Anápolis não está controlando a entrada das pessoas como deveriam. Além disso, estão dando um produto qualquer como se fosse álcool em gel para as pessoas limparem as mãos. Aquilo na entrada pode ser qualquer coisa, menos álcool! Enquanto as pessoas acham que estão sendo higienizadas.";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.110142-81";"2020-04-11 11:01:42";;"INHUMAS";"Av Bernardo Sayão";"Comércio de Inhumas está aberto, quase todas as lojas";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.112606-81";"2020-04-11 11:26:06";;"MAURILANDIA";"alguma lojas da cidade";"BOM DIA A TODOS      NOS DONOS DE COMERCIO EM MAURILANDIA GOIAS ESTAMOS DECEPCIONADOS COM OS ORGAÕS QUE REPRESENTAM NOSSAS AUTORIDADES LOCAIS, AQUI A POLICIA VEM EM ALGUNS COMERCIOS E MANDAM FECHAR,  MAS FAZEM VISTA GROSSA PARA OUTROS, AGORA DE MANHÃ DEI UMA VOLTA PELA CIDADE E INFELIZAMENTE ALGUNS COMERCIOS ESTÃO ABERTOS MESMO SEM AUTORIZAÇÃO, DESRESPEITANDO O DECRETO DE MANEIRA VISIVEL PARA TODOS MENOS PARA AS AUTORIDADE LOCAIS.POR FAVOR GOSTARIA DE QUE AS AUTORIDADE TOMASSEM ALGUMA ATITUDE E FIZESSEM COM QUE TODOS RESPEITASSEM O DECRETO DO GOVERNO.";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.112655-3";"2020-04-11 11:26:55";;"MAURILANDIA";"alguma lojas da cidade";"BOM DIA A TODOS      NOS DONOS DE COMERCIO EM MAURILANDIA GOIAS ESTAMOS DECEPCIONADOS COM OS ORGAÕS QUE REPRESENTAM NOSSAS AUTORIDADES LOCAIS, AQUI A POLICIA VEM EM ALGUNS COMERCIOS E MANDAM FECHAR,  MAS FAZEM VISTA GROSSA PARA OUTROS, AGORA DE MANHÃ DEI UMA VOLTA PELA CIDADE E INFELIZAMENTE ALGUNS COMERCIOS ESTÃO ABERTOS MESMO SEM AUTORIZAÇÃO, DESRESPEITANDO O DECRETO DE MANEIRA VISIVEL PARA TODOS MENOS PARA AS AUTORIDADE LOCAIS.POR FAVOR GOSTARIA DE QUE AS AUTORIDADE TOMASSEM ALGUMA ATITUDE E FIZESSEM COM QUE TODOS RESPEITASSEM O DECRETO DO GOVERNO.";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.112750-82";"2020-04-11 11:27:50";;"MAURILANDIA";"alguma lojas da cidade";"BOM DIA A TODOS      NOS DONOS DE COMERCIO EM MAURILANDIA GOIAS ESTAMOS DECEPCIONADOS COM OS ORGAÕS QUE REPRESENTAM NOSSAS AUTORIDADES LOCAIS, AQUI A POLICIA VEM EM ALGUNS COMERCIOS E MANDAM FECHAR,  MAS FAZEM VISTA GROSSA PARA OUTROS, AGORA DE MANHÃ DEI UMA VOLTA PELA CIDADE E INFELIZAMENTE ALGUNS COMERCIOS ESTÃO ABERTOS MESMO SEM AUTORIZAÇÃO, DESRESPEITANDO O DECRETO DE MANEIRA VISIVEL PARA TODOS MENOS PARA AS AUTORIDADE LOCAIS.POR FAVOR GOSTARIA DE QUE AS AUTORIDADE TOMASSEM ALGUMA ATITUDE E FIZESSEM COM QUE TODOS RESPEITASSEM O DECRETO DO GOVERNO.";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.113655-74";"2020-04-11 11:36:55";"LUZIANIA";"LUZIANIA";;"gostaria de solicitar o auxilio merenda no valor de R$150,00";"55";"Finalizado pela ouvidoria do Órgão.";"SEDUC";"Secretaria de Estado da Educação";"Solicitação";"COVID-19 - Corona Vírus";"Informações"
"2020.0411.114706-60";"2020-04-11 11:47:06";;"CATALAO";"Av jose marcelino, centro ";"Aqui em catalâo ta faltando fiscalizaçâo lider eletromoveis esta obrigando funcionarios a ficarem dentro da loja fechada, vip lar esava aberta normalmente sabado e esta atendendo dia de semana BM eletromoveis todo dia com uma porta aberta essa são so algumas, lotericas com filas enormes bancos tbm um em cima do outro, supermercado reis da av jose marcelino estava lotado ontem funcionarios sem mascaras. Empresarios não estâo respentando o decreto obrigando funcionarios a trabalhar levando em risco varias pessoas, mercado sem controlar a entrada das pessoas.";"1";;"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Solicitação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.122434-11";"2020-04-11 12:24:34";;"HIDROLANDIA";"Rodovia BR-152 - Km 425 Hidrolândia, Goias";"Quero denunciar o Ranchos 30 Hotel Fazendo daqui de Hidrolandia que está funcionando normalmente e hoje estão lotado!!! Eles estão com pessoas que pagem para passar o dia e com hóspedes até de Brasília! No Instagram deles estão até postando nos storys! Estamos com medo de que isso espalhe o vírus! Os funcionários são obrigados a trabalhar e sem material de proteção ! Nos ajude!!! O dono de lá está obrigadando a gente trabalhar, o Gabriel ";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.124059-84";"2020-04-11 12:40:59";;"GOIANIA";"MR Salon Unidade Bueno ";"Salão está funcionando, clientes estavam entrando pela lateral. MR Salon Unidade Bueno - Av t-4 n 173 Quadra 120 Lotes 03/04 - St. Bueno";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.125232-76";"2020-04-11 12:52:32";;"GOIANIA";"Avenida T1, número 2490, Le Touche cabeleireiros ";"Salão de grande porte fazendo atendimentos escondido. O salão encontra-se de portas fechadas, inclusive com grades. PorémAtendendo clientes escondido. O estacionamento ao lado os clientes guardam os carros e entram pela porta discretamente.Colocando em risco os profissionais e clientes.";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.130133-25";"2020-04-11 13:01:33";;"GOIANIA";"Le Touche - Av. T-1, 2490 - St. Bueno";"Salão de beleza de grande porte em funcionamentocom porta principal fechada, utilizando entrada lateral de estacionamento. ";"55";"Finalizado pela ouvidoria do Órgão.";"ABC";"AGÊNCIA BRASIL CENTRAL ";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.130727-2";"2020-04-11 13:07:27";;"GOIANIA";"Alameda Dom Emanuel Gomes,125 Setor Marista";"Loja Multicoisas Setor Marista,loja esta aberta no endereço informado, ao lado da Richesse, tinha varios veiculos parados na calçada e clientes dentro da loja.";"21";"Sob análise do orgão responsável.";"UEG";"Universidade Estadual de Goiás";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.131504-80";"2020-04-11 13:15:04";;"ITUMBIARA";"Avenida Modesto de Carvalho - Loja Cacau Show";"Boa tarde,Agora a pouco presenciei uma enorme fila de uma loja da Cacau Show aberta, sendo que era para estar fechada, não sei se no momento agora se estão aberto.";"55";"Finalizado pela ouvidoria do Órgão.";"JUCEG";"Junta Comercial do Estado de Goiás";"Comunicação";"COVID-19 - Corona Vírus";"Estabelecimento aberto"
"2020.0411.132815-22";"2020-04-11 13:28:15";;"APARECIDA DE GOIANIA";"IARA BIJU CIDADE LIVRE";"Loja Iara Biju ao lado da Sherife da cidade livre em Aparecida AV INDEPENDÊNCIA QD 04 LOTE 16 SALA 03Estabelecimento permanece abrindo e com mais de 30 pessoas lá dentro, está indo 1 vendedora por dia para atender a todos, quando a viatura passa eles encostam a porta com todo mundo aglomerado lá dentro. Já receberam avisos da polícia.";"55";"Finalizado pela ouvidoria do Órgão.";"SECOM";"Secretaria de Estado de Comunicação";"Comunicação";"COVID-19 - Corona Vírus";"Estabelecimento aberto"
"2020.0411.133427-62";"2020-04-11 13:34:27";"GOIANESIA";"GOIANESIA";;"Minha filha esta na lista para receber o auxílio estudantil e não foi depositado o dinheiro dela. O auxilio que o governador Ronaldo Caiado junto com a seduc depositaram, eu faco parte do bolsa familia, minha filha esta na lista o nome dela e Karoline Queiroz Ferreira. Gostaria de saber oque aconteceu.";"45";"Encaminhado";"SEDUC";"Secretaria de Estado da Educação";"Solicitação";"COVID-19 - Corona Vírus";"Outros"
"2020.0411.142512-52";"2020-04-11 14:25:12";;"ANAPOLIS";"Avenida Mato Gross, n 349 A, Bairro Jundiaí ";"Denúncia sobre barbearias que estão funcionando normalmente na Avenida Mato Grosso - Bairro Jundiaí - Anápolis/GO. Esses estabelecimentos estão com meia porta aberta e muitos como por exemplo: Friends Barbearia, na mesma avenida, N 349 - A. Está trabalhando com a porta fechada, o cliente chega bate na porta entra e eles fecham novamente. Salões de beleza, clínica de estética e barbearia a propagação de vírus e bactérias são ainda maiores.";"55";"Finalizado pela ouvidoria do Órgão.";"AGR";"Agência Goiana de Regulação, Controle e Fiscalização dos Serviços Públicos";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.152020-67";"2020-04-11 15:20:20";;"GOIANIA";"Vila Lucy - AV-E06 QD 04(Abaixo do Terminal Bandeiras)";"Aglomeração e consumo em frente à distribuidora de bebidas (não está seguindo o decreto) na Av. da Uni anhanguera (Av-E06, QD04, VILA LUCY)";"55";"Finalizado pela ouvidoria do Órgão.";"ABC";"AGÊNCIA BRASIL CENTRAL ";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.153106-78";"2020-04-11 15:31:06";;"PIRANHAS";"MUNICIPIO";"Já fiz denúncias anteriormente mas nada mudou. Aparentemente piorou. Sorveterias agora estão abertas. Lanchonetes também e com mesas para clientes, como a lanchonete ao lado do supermercado Ponto Certo. A distribuidora de bebidas Zero Grau cuja foto mando em anexo nunca fechou as portas desde o início da quarentena e chega a ter mais de 15 pessoas aglomeradas do lado de fora esperando e próximas uma das outras. Salões de barbearia estão funcionando em sua maioria normalmente. Escritórios de corretores de seguros próximo ao Bradesco de portas abertas também. Açaiterias de portas abertas. Alguns Lava-jatos funcionando. Vendedores ambulantes vendem nas ruas onde abrem o porta-malas a as pessoas saem de suas casas e escolhem e tocam os produtos servindo de meio de proliferação. É IMPRESSIONANTE A OMISSÃO DAS AUTORIDADES NO CUMPRIMENTO DO DEVER QUANTO AO DECRETO DO GOVERNO DO ESTADO. A viatura da PM passa em frente a tais lugares sempre mas nada faz. Em cidades próximas pelo que ficamos sabendo a PM faz fiscalização severa, mas aqui em Piranhas não está ocorrendo o mesmo. ";"1";;"SGG/GOVERNADORIA";"Secretaria Geral da Governadoria ";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.153332-27";"2020-04-11 15:33:32";;"PIRANHAS";"MUNICIPIO";"Já fiz denúncias anteriormente mas nada mudou. Aparentemente piorou. Sorveterias agora estão abertas. Lanchonetes também e com mesas para clientes, como a lanchonete ao lado do supermercado Ponto Certo. A distribuidora de bebidas Zero Grau cuja foto mando em anexo nunca fechou as portas desde o início da quarentena e chega a ter mais de 15 pessoas aglomeradas do lado de fora esperando e próximas uma das outras. Salões de barbearia estão funcionando em sua maioria normalmente. Escritórios de corretores de seguros próximo ao Bradesco de portas abertas também. Açaiterias de portas abertas. Alguns Lava-jatos funcionando. Vendedores ambulantes vendem nas ruas onde abrem o porta-malas a as pessoas saem de suas casas e escolhem e tocam os produtos servindo de meio de proliferação. É IMPRESSIONANTE A OMISSÃO DAS AUTORIDADES NO CUMPRIMENTO DO DEVER QUANTO AO DECRETO DO GOVERNO DO ESTADO. A viatura da PM passa em frente a tais lugares sempre mas nada faz. Em cidades próximas pelo que ficamos sabendo a PM faz fiscalização severa, mas aqui em Piranhas não está ocorrendo o mesmo. ";"21";"Sob análise do orgão responsável.";"UEG";"Universidade Estadual de Goiás";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.153528-22";"2020-04-11 15:35:28";;"PIRANHAS";"MUNICIPIO";"Já fiz denúncias anteriormente mas nada mudou. Aparentemente piorou. Sorveterias agora estão abertas. Lanchonetes também e com mesas para clientes, como a lanchonete ao lado do supermercado Ponto Certo. A distribuidora de bebidas Zero Grau cuja foto mando em anexo nunca fechou as portas desde o início da quarentena e chega a ter mais de 15 pessoas aglomeradas do lado de fora esperando e próximas uma das outras. Salões de barbearia estão funcionando em sua maioria normalmente. Escritórios de corretores de seguros próximo ao Bradesco de portas abertas também. Açaiterias de portas abertas. Alguns Lava-jatos funcionando. Vendedores ambulantes vendem nas ruas onde abrem o porta-malas a as pessoas saem de suas casas e escolhem e tocam os produtos servindo de meio de proliferação. É IMPRESSIONANTE A OMISSÃO DAS AUTORIDADES NO CUMPRIMENTO DO DEVER QUANTO AO DECRETO DO GOVERNO DO ESTADO. A viatura da PM passa em frente a tais lugares sempre mas nada faz. Em cidades próximas pelo que ficamos sabendo a PM faz fiscalização severa, mas aqui em Piranhas não está ocorrendo o mesmo. ";"1";;"SGG/GOVERNADORIA";"Secretaria Geral da Governadoria ";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.154334-81";"2020-04-11 15:43:34";;"GOIANIA";"Avenida E6 Qd 04 Vila Lucy (poucos quarteirões acima da uni-anhanguera, na avenida principal da mesma)";"Distribuidora de bebidas funcionando normalmente, com aglomeração e consumo em frente . Região universitária.(Entre terminal bandeiras e unianhanguera)";"55";"Finalizado pela ouvidoria do Órgão.";"JUCEG";"Junta Comercial do Estado de Goiás";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.165029-19";"2020-04-11 16:50:29";;"ANAPOLIS";"Daia";"Fomos abastecer no posto Tabocão do Dia Em Anápolis e todos os frentistas estão sem máscara oferecendo riscos a eles e aos clientes. ";"55";"Finalizado pela ouvidoria do Órgão.";"SECOM";"Secretaria de Estado de Comunicação";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.181909-85";"2020-04-11 18:19:09";;"GOIANIA";;"Big Lar da Perimetral Norte, próximo ao Portal Shopping estava aberto e funcionando normal hj.";"55";"Finalizado pela ouvidoria do Órgão.";"AGR";"Agência Goiana de Regulação, Controle e Fiscalização dos Serviços Públicos";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.182428-44";"2020-04-11 18:24:28";;"GOIANIA";"T-7";"Funcionária do drive thru do McDonalds da T-7 sem usar máscara.";"55";"Finalizado pela ouvidoria do Órgão.";"ABC";"AGÊNCIA BRASIL CENTRAL ";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.182659-28";"2020-04-11 18:26:59";;"VALPARAISO DE GOIAS";"Paraiso MEGA CENTER. ";"A empresa de call center, localizada no SHOPPING PARAÍSO MEGA CENTER em Valparaíso-GO, continua aberta e funcionando, um ambiente fechado e sem ventilação, que propaga mais ainda o vírus. ";"21";"Sob análise do orgão responsável.";"UEG";"Universidade Estadual de Goiás";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.183525-11";"2020-04-11 18:35:25";;"ANAPOLIS";"Bairros Novo Jundiaí e Jardim Europa";"Existem muitas pessoas não cumprindo a quarentena. Nos bairros Novo Jundiaí e Jardim Europa, há várias crianças brincando na rua, vizinhos reunidos na calçada. Além disso, em estabelecimentos que, apesar de venderem produtos necessários, vendem também bebidas há aglomeração de pessoas por conta da bebida. Acho necessário dar uma devida atenção principalmente nos sábados.";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.191558-37";"2020-04-11 19:15:58";;"APARECIDA DE GOIANIA";"vila Mariana Condomínio Village Mariana";"Meu prédio  não está cumprindo o fechamento da área de lazer. Estão fazendo churrasco quase todos os dias recebendo convidados e lotando a área de churrasco e piscina. pm disse que não compete a eles, quem fiscaliza?O Síndico não vê problema ele tem 67 anos. Inclusive participa de tudo .condominio Vilage Mariana _ vila Mariana Aparecida de Goiânia ";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.193323-56";"2020-04-11 19:33:23";;"GOIANIA";"go";"Confere decreto do Governador Ronaldo Caiado e assim existe na Cidade Jardim, na rua Itauçu qd 3 lt 3 uma distribuidora chamada CARBRAZ , assim vendem água e gás, só que isso dá cobertura para passarem das 22h e vendem bebida o tempo todo de forma que bebem na porta formando aglomeração. A epidemia é uma realidade, acredito que deve ser reforçado a proibição deste estabelecimento em criar aglomeração em sua porta pondo em risco nossa saúde.";"55";"Finalizado pela ouvidoria do Órgão.";"JUCEG";"Junta Comercial do Estado de Goiás";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.200712-53";"2020-04-11 20:07:12";;"GOIANIA";;"Tenho hipertensao e uso remédio tem muitos anos, agora meu medico não atende. Vou ter que ir no hospital pegar laudo e ficar exposta. Até agora não sai de casa de tanto medo. Vou filmar tudo e se eu ficar doente vou querer que meus filhos tomem providencia. Sou administrativo e mais de cinquenta anos.comp a gente faz para medico do ipasgo atender a gente";"55";"Finalizado pela ouvidoria do Órgão.";"SEDUC";"Secretaria de Estado da Educação";"Comunicação";"COVID-19 - Corona Vírus";"Outros"
"2020.0411.202809-8";"2020-04-11 20:28:09";;"GOIANIA";"Avenida Itália praça da avenida Itália ";"Aglomeração de pessoas na praça da avenida Itália fazendo caminhada e atividades físicas ";"55";"Finalizado pela ouvidoria do Órgão.";"SECOM";"Secretaria de Estado de Comunicação";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.210459-80";"2020-04-11 21:04:59";;"MOZARLANDIA";"Bar do Edinho, Rua Brasil Ramos Caiado ao lado do OBarateiro";"Hoje (11/04) está tendo um evento no Bar do Edinho em Mozarlandia Goiás, na avenida Brasil Ramos Caiado, ao lado do OBarateiro materiais para construção, o evento reúne variados jovens. Já não é o primeiro evento que ocorre durante a quarentena. Me sinto preocupada por medo da pandemia.";"55";"Finalizado pela ouvidoria do Órgão.";"AGR";"Agência Goiana de Regulação, Controle e Fiscalização dos Serviços Públicos";"Comunicação";"COVID-19 - Corona Vírus";"Estabelecimento aberto"
"2020.0411.220708-6";"2020-04-11 22:07:08";;"ITABERAI";"Itaberaí GO, 11 de abril de 2020.";"Foi dado alguns dias de férias coletivas para os funcionários por causa do coronavirus. Porém a empresa vai retomar as atividades nesta segunda 14/04/2020. O encarregado da empresa esta fazendo uma viagem para Minas Gerais em meio ao isolamento social, outros 10 trabalhadores moram em Anápolis e precisam vir para Itaberaí e voltar para lá toda semana, e outros de Goiânia, ignorando assim o decreto do Governo de Goiás, e principalmente ignorando a preservação da saúde e social dos colaboradores, os mesmos  que no local de trabalho são muitos.Empresa: Floresta Agropastoril EireliCNPJ: 09.006.739/0001-85Endereço: Rod. GO 070, Km 13, Zona rural, Itaberaí.Referência: Na fazenda do ""Paulinho Fritz"" ou ""Paulinho da laranja"", sentido Itaberaí à Cidade de Goiás. ";"1";;"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Solicitação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.230905-19";"2020-04-11 23:09:05";;"SENADOR CANEDO";"Bairro Jardim Canedo 1, Rua Érico Veríssimo Quadra 34, Lote 16";"Vizinhos no Bairro Jardim Canedo 1, estão desrespeitando o isolamento social, fazendo festas com parentes e amigos. Bairro Jardim Canedo 1, Rua Érico Veríssimo Quadra 34, Lote 16";"21";"Sob análise do orgão responsável.";"UEG";"Universidade Estadual de Goiás";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0411.231656-11";"2020-04-11 23:16:56";"SENADOR CANEDO";"SENADOR CANEDO";"Bairro Jardim Canedo 1, Rua Érico Veríssimo Quadra 34, Lote 16";"Vizinhos no Jardim Canedo 1 Rua Érico Veríssimo Quadra 34 Lote 16 CEP 75250-153 não estão respeitando o Isolamento Social para evitar a disseminação do Virus COVID19 ";"1";;"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Solicitação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0412.011627-60";"2020-04-12 01:16:27";;"GOIANIA";"Avenida D setor oeste";"Hoteis do setor oeste estao abertos recebendo hospedes sem restrições tanto os que estao acima quando os abaixo da praça do sol , logo no setor com mais casos . Pessoas de outros estados sao paulo hospedadas sem ser da area da saude ";"55";"Finalizado pela ouvidoria do Órgão.";"JUCEG";"Junta Comercial do Estado de Goiás";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0412.073238-29";"2020-04-12 07:32:38";;"SENADOR CANEDO";"Estância Vargem Bonita";"Estamos denunciando a vários finais de semana a aglomeração de pessoas em festa rave que acontece sem nenhum constrangimento, regada ao consumo, vendas de todo tipo de drogas. Local é bastante conhecido de todos e fica na Estância Vargem Bonita Senador Canedo Go. Nenhuma providência é tomada, já estamos pensando que existe uma conivência das autoridades polícias que atuam no município.";"55";"Finalizado pela ouvidoria do Órgão.";"SECOM";"Secretaria de Estado de Comunicação";"Comunicação";"COVID-19 - Corona Vírus";"Estabelecimento aberto"
"2020.0412.095928-57";"2020-04-12 09:59:28";;"CUMARI";"Mercearia e Frutaria Cumari";"Estabelecimento não está cumprindo as normas de segurança para evitar o contágio por COVID. Não está limitando a entrada de pessoas, funcionários SEM EPIs e aparentemente sem orientação de como evitar o contágio, nem orientando os consumidores quanto a filas e espera (açougue e caixa).";"45";"Encaminhado";"SES";"Secretaria de Estado da Saúde ";"Comunicação";"COVID-19 - Corona Vírus";"Outros"
"2020.0412.101854-10";"2020-04-12 10:18:54";"ANAPOLIS";"ANAPOLIS";"Vila santana";"Igreja próxima a polícia federal está reunindo fiéis e fazendo um barulho altíssimo em pleno domingo de quarentena. Moro a cerca de 300 metros da igreja. ";"1";;"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Solicitação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0412.132137-19";"2020-04-12 13:21:37";"JATAI";"JATAI";"Jatai ";"Eu não recebi o auxílio alimentação do Estado";"55";"Finalizado pela ouvidoria do Órgão.";"SEDUC";"Secretaria de Estado da Educação";"Solicitação";"COVID-19 - Corona Vírus";"Outros"
"2020.0412.142912-15";"2020-04-12 14:29:12";;"GOIATUBA";"Rua Rondônia N°149 setor Gobato.";"Neste local funciona uma casa de jogos (carteado) , partir das 13 horas começa a chegar pessoas, e no local fica aglomeração de pessoas, eles param os carros um pouco mais distante para descartar a possibilidade de denúncia.Rua Rondônia N°149, entre as Ruas Odílio Ferreira de Santana e Antônio Bonifácio Correia. Setor Residêncial GobatoGoiatuba Goiás 75.600-000";"55";"Finalizado pela ouvidoria do Órgão.";"AGR";"Agência Goiana de Regulação, Controle e Fiscalização dos Serviços Públicos";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
